Mensagem Anterior,Data,Mensagem Cliente 1,Mensagem Cliente 2,Mensagem Cliente 3,Mensagem Cliente 4,Mensagem Cliente 5,Mensagem Cliente 6,Mensagem Cliente 7,Status,ADCCID,Service,Concatenacao
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:41,Ok,,,,,,,,f09960b1-930d-4829-91eb-f7c661527f55,337342173,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:42,,,,,,,,,c63b3678-43b6-4515-b489-d1bdde78c01b,299875798,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:42,,,,,,,,,b5da7ba4-8479-4277-be1e-c8f228570b2b,140053182,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:42,,,,,,,,,225d51cb-4846-49e0-a910-bb2393431105,239950536,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:42,,,,,,,,,3e710248-ebb9-4550-8d6c-367e3f3cc41c,340232340,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:44,Ok,Tudo bem,,,,,,,7d337998-7460-49bb-aa76-f5172d8a587b,348749175,Ok Tudo bem         
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:44,,,,,,,,,a3492543-7da3-449a-bb76-1c33ddf1311c,146006065,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:46,,,,,,,,,75a55b32-2523-439f-bc85-4d75030307d0,347238559,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:46,Só vou fazer pagamento guando volta,Pq toda vez e esse sacrifício pra consertar,Estou doida qie faça logo 1 ano pra cancelar essa porcaria de serviço,,,,,,d1b42fbd-a8db-40a7-9974-4f33177fe055,343738125,Só vou fazer pagamento guando volta Pq toda vez e esse sacrifício pra consertar Estou doida qie faça logo 1 ano pra cancelar essa porcaria de serviço        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:46,,,,,,,,,59228723-facd-4a06-b06e-365059fb4934,336383079,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:47,Ok,,,,,,,,4d7c82b8-2696-4693-b113-fca89276a5f9,344940209,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:47,,,,,,,,,93658036-ceaa-4d4d-bd68-222ed7319b4c,334564841,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:47,,,,,,,,,836af177-9a07-4481-87fb-cc04a803f34b,119480059,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,,,,,,,,,3c4fb136-e30c-4698-a6a5-f92365deb690,329642216,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,,,,,,,,,c664e3db-fc24-4441-87dd-7df9f9eb8452,330109564,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,,,,,,,,,f8099ea3-e568-46d1-a8ac-c93842430813,337342480,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,,,,,,,,,9388f69c-e239-4cbf-91ad-ed7f9f9ab37b,115258349,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,Ok,,,,,,,,efb2fbd9-d7e5-445f-8bc7-1faf75a9dcee,335099588,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:48,,,,,,,,,d4ffbe81-c71e-4a05-a819-cff71d1caf40,143619153,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,,,,,,,,,108b6895-1919-488f-8713-78b1a1711d44,328727318,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,Falar com atendente,Já se passou 8 horas,,,,,,,b40da15e-2ded-491a-be9d-078cd7b837eb,349839993,Falar com atendente Já se passou 8 horas         
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,Ok,,,,,,,,29859e93-8956-46cf-952d-5a0edc4cd6e4,284976532,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,,,,,,,,,bb79e071-22f9-478d-a19c-a193920edcc3,328206884,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,,,,,,,,,85761302-71ea-4b2e-ba93-5976ad2503ae,343298727,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:49,Estou precisando ajudar,,,,,,,,e2900de9-14c4-41ca-a89d-e789306a622f,349938561,Estou precisando ajudar          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:50,Ok,Eai ainda não tem internet,Affs,,,,,,889f8042-2351-429b-8fa7-453a6143bbda,349652831,Ok Eai ainda não tem internet Affs        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:50,,,,,,,,,c6f0e77b-bebe-438e-bf4b-590c8a64a8be,344932058,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:50,,,,,,,,,ceafe5e9-0833-41b2-b456-bc34b95c1d39,183087390,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:50,Denovo isso,,,,,,,,1d90bd62-3056-4e7d-a39f-92859758966a,349938561,Denovo isso          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:51,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,você disseram a mesma coisa a mais de 12 horas atrás,,3f5b6307-eb4f-465c-a766-3321364e8f91,338832545,você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás você disseram a mesma coisa a mais de 12 horas atrás
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:51,Qual previsão?,,,,,,,,3a83acb2-398b-445e-80c6-305589aafa57,296828901,Qual previsão?          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:51,,,,,,,,,7ff5f497-9c67-44a5-be85-7bde263f39fa,115234563,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:52,,,,,,,,,7982bd62-9c1c-466d-8c89-70c79e34c9c2,294726391,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:53,,,,,,,,,d5975a5f-add1-439f-9781-3a879a519562,116473753,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:55,,,,,,,,,806d30e6-aa41-456e-9eb6-89a217a50203,328530478,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:55,,,,,,,,,984161d8-2d54-4ac6-862f-60cccb934c38,327407818,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:56,,,,,,,,,8d91525f-0082-4767-b857-8d5eacaecb02,316928694,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:56,,,,,,,,,f51e46ef-a139-4d22-b79e-10514231cba4,326841941,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:56,,,,,,,,,f108a8a5-4ecb-4245-be2b-5569a6c8748d,344582482,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:57,,,,,,,,,134be690-7628-4610-bd24-ebe9f448b869,311279386,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:57,FDP,,,,,,,,eb10b068-cdcf-4730-84a9-c5e3b0fdf074,339983439,FDP          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:58,Ok,,,,,,,,86e837b3-68d7-4539-8686-d46389544e2a,334883991,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:58,,,,,,,,,cb8615af-243d-4ca9-bd15-0c6f3a19bfda,337747512,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:58,,,,,,,,,5b65737a-7008-449b-b9fd-9679d01c01ca,326533773,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:59,E também quando está funcionando estou com baixa velocidade,4,Obrigado,,,,,,48bcd47d-9fdb-4ec7-988c-5b79ac9cc1b0,336481901,E também quando está funcionando estou com baixa velocidade 4 Obrigado        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:59,1,Estou precisando de ajuda,Encerrar,1,NÃO,,,,100687b3-ef19-46ae-8716-17333403f800,183260745,1 Estou precisando de ajuda Encerrar 1 NÃO      
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:59,Ta dês de ontem sem internet,,,,,,,,21ac8640-5479-447a-9d20-87f633ff857d,328200345,Ta dês de ontem sem internet          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:59,Olá,Olá,Olá,,,,,,9aeb28cc-5095-4fe4-8153-5cbc16821839,349654733,Olá Olá Olá        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 9:59,,,,,,,,,d1d04447-fb71-458f-9856-aa1faab8d208,269425621,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:00,,,,,,,,,ec85eb7b-1d34-474d-b5dd-d0d7b93358e5,339486213,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:00,,,,,,,,,2b844b42-ed91-43b8-85f3-6cbdf21b4c7d,328983591,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:00,,,,,,,,,42d69b00-9e7c-4e4f-b370-a962d2fcd631,329009276,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:00,,,,,,,,,2c798c37-00a8-4667-83f4-58e727a0b27a,116283447,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:03,Ok,,,,,,,,e7e3c84a-56c5-4174-bbc2-74b7f6b97e5c,349566494,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:04,,,,,,,,,13cdbbc4-c07e-4748-85a0-0e446761f353,344932842,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:07,O caminhão passou e arrebentou alguns fios.,Estou precisando de ajuda,,,,,,,6bf14c48-857d-41b8-9fbc-6bbf4a128602,112873315,O caminhão passou e arrebentou alguns fios. Estou precisando de ajuda         
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:07,,,,,,,,,dbe3cf26-51ba-4bed-98f9-225c895b16b1,328679047,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:08,,,,,,,,,f0eb3c2b-4337-4f5c-a795-c85dbb2ce91c,329177945,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:08,,,,,,,,,a85ab51a-018d-48fd-87c8-725eada2ea0b,116214333,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:08,Ok,,,,,,,,245ef3a5-f5fd-4dc6-a218-8c03be8ba70f,338032651,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:08,,,,,,,,,bb9dac4a-ec8e-43f3-988e-d3b5c1fbf60a,267481109,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:09,Quedas constantes,Baixa velocidade,Ola,Encerrar,,,,,075ddb61-092f-4ee3-a36a-d04deaa8df27,116454631,Quedas constantes Baixa velocidade Ola Encerrar       
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:09,Já faz mais de 8 horas,desde ontem estamos sem internet,SIM,,,,,,8fbc56a6-9301-438c-8e14-5066f03cc622,144223047,Já faz mais de 8 horas desde ontem estamos sem internet SIM        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:09,Preciso de ajuda,Preciso de ajuda,Preciso de ajuda,Preciso de ajuda,Preciso de ajuda,Preciso de ajuda,Preciso de ajuda,,ff65a0d4-89be-45a8-8061-f5cb9c52d88f,329881965,Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda Preciso de ajuda
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:09,,,,,,,,,fc943037-0e12-4419-87ac-d6b8e1289021,340682087,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:10,,,,,,,,,87aa1757-371b-49d4-a283-5fc19424d77b,144488845,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:10,,,,,,,,,657d193d-5cc8-42cb-a088-1e5aae50375e,110592578,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:11,Boa tarde,,,,,,,,57557205-35d8-46c0-a6fb-42980b69a1a5,111320813,Boa tarde          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:11,Ok,Preciso da internet porq trabalho com ela,"Não posso ficar tantas horas sem , eu pago por ela e não é de graça .",,,,,,03d27e53-da88-4ab7-8275-673585b53162,249112925,"Ok Preciso da internet porq trabalho com ela Não posso ficar tantas horas sem , eu pago por ela e não é de graça .        "
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:11,Eai,Olá,Olá,Olá,Olá,Estou precisando de ajuda,Olá,,f8569002-9d6e-4566-b012-34fc6eb5232b,349540110,Eai Olá Olá Olá Olá Estou precisando de ajuda Olá Ola!! Ei Estou precisando de ajuda Ei
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:12,,,,,,,,,02b64a13-d5dc-423b-abe3-5da312d69940,143953989,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:14,,,,,,,,,78df2014-8690-4831-b483-32c1ccad7982,334580718,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:15,Não resolveu,Não resolveu,Não resolveu,,,,,,9b1b9de0-4ac7-4650-9507-3a45e5557ae0,334426825,Não resolveu Não resolveu Não resolveu        
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:15,,,,,,,,,c0331da5-61fb-4757-944c-96f77e83fc4e,264874289,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:15,Ok,,,,,,,,389b3679-e7d0-4acb-9a14-46065dae8033,337932359,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:15,Olá,?,,,,,,,579aaaa1-6c06-4702-81ff-a977e6e44d83,143610271,Olá ?         
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:16,,,,,,,,,2c4e9aa7-c307-42e6-a23e-9dc31388d4f6,117602858,          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:16,Ok,,,,,,,,841ba3e7-7dc8-476a-ada5-d5bc61271b0e,343932409,Ok          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:16,Preciso de ajuda,,,,,,,,d6a2a32b-ce51-4a04-9cd3-ec0e0f8ebe67,264219666,Preciso de ajuda          
"Vi que existe uma instabilidade na sua região. 

Mas não se preocupe, vimos que o seu bilhete de defeito já está sendo tratado assim que o serviço normalizar, entraremos em contato para confirmar o funcionamento.

A previsão de correção é de até 8 horas.",12/14/2022 10:17,,,,,,,,,b26e6f5c-0350-4405-8918-6107b86772e8,273676635,          
